,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
8873,Blues,9.0,1098.646587,160000.2874,Below_30,134490.0292,No,948.7229787999999,Yes,Female,After_16:00,0.89015867,0.26366119600000004,6581.0,591.2997155,95.68928834,5551.619169,238.1056526,69.48275953,24.316655100000002,7.419,71883.01052000001,No,190883.3347,5.630403939,436.9019738,68.13598156,366.215529,100.0,Education,13.0,269.62622810000005,4.0,Car,Services_or_Retail,Yes,0.0,745.726075
8874,Khakis,6.0,231.54398619999998,22815.83566,45_and_up,6044.138836,Yes,538.6276428,Yes,Female,After_16:00,0.794061116,0.127716983,6448.0,348.7058981,91.65711983,3653.5458799999997,484.58960329999996,21.93354822,18.67366858,3.552,41902.5255,Yes,,1.9972109980000001,295.61340839999997,8.751425217000001,77.18132875,100.0,Education,10.0,276.8796856,1.0,Motorcycle_or_truck,Student_or_Unemployed,No,1.0,390.46198730000003
8875,Reds,5.0,388.8261461,74347.78642,,16938.02782,Yes,752.1433831,No,Male,After_16:00,0.749931652,0.918612255,9622.0,422.2840247,89.77505905,6580.894207,896.5135142000001,76.68908667,20.54955047,2.378,58011.80341,No,329054.3778,1.7825480569999999,573.6326157000001,54.04344532,129.60871540000002,50.0,Other,11.0,167.98386269999997,2.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,629.4489986000001
8876,Browns,7.0,569.0679796000001,133700.3745,30-45,36181.72993,No,878.4436479,No,Male,,0.207727036,0.686236513,5484.0,540.8023664,64.35983398,8129.991529000001,542.2532407000001,18.46022438,23.25515785,10.515999999999998,70023.37878,Yes,496797.5643,1.892656242,704.8386796,38.76634536,189.6893265,,Healthcare,12.0,252.82984190000002,2.0,Public_or_other,Public_Sector,Yes,0.0,642.4753003
8878,Browns,4.0,145.4713296,45094.4309,30-45,2409.8135239999997,No,1372.548535,No,Female,After_16:00,,0.413267884,8522.0,889.8815996,14.10053126,11079.41648,397.7574639,77.7538646,29.83088332,7.478,109018.2324,No,864835.5109999999,4.286250246,929.9653278999999,4.0455056119999995,48.49044319,60.0,Financial,11.0,738.9294940000001,0.0,Car,Public_Sector,No,0.0,957.3171243999999
8881,Purples,4.0,,156236.1613,45_and_up,32392.59903,No,1389.4654039999998,No,Female,By_16:00,0.98689733,0.492481286,5805.0,961.4323565,62.150450799999994,10629.14019,196.5502512,38.68741691,31.00697271,10.195,111822.4791,Maybe,757992.3277,8.343724887999999,870.6275482000001,89.29855339,179.45235209999998,60.0,Financial,9.0,700.2360236000001,4.0,Public_or_other,Hightech,No,3.0,874.2270562000001
8883,Browns,9.0,567.1987649,157932.0527,45_and_up,35945.11502,Yes,999.2173636,No,Female,By_16:00,,0.9497192640000001,7237.0,633.5801783,38.57717651,9620.425336,571.3901145,10.38913005,25.17101862,8.763,80778.24218,No,697770.3582,9.6200039,835.326498,74.52896333,189.066255,70.0,Social,,408.33799799999997,2.0,Foot_or_bicycle,Hightech,Yes,0.0,690.9251067000001
8887,Browns,4.0,258.67309700000004,83440.49508,30-45,7530.865598,No,1391.196168,No,Female,After_16:00,0.246593515,0.46590178,7143.0,912.449409,55.46388305,11502.035259999999,369.63243880000005,33.37626304,30.20677753,8.857000000000001,111215.2201,Maybe,936469.6966,0.663887369,967.7136439,2.057979256,86.22436565,100.0,Education,13.0,766.9288364,1.0,Public_or_other,Services_or_Retail,Yes,0.0,946.4406706
8890,Turquoises,2.0,281.3752153,36485.70368,30-45,8900.681938,No,665.9593957999999,Yes,Male,After_16:00,0.73750719,0.70610078,8901.0,426.5767787,69.87559597,4743.230049,235.47378250000003,40.32919456,20.65373522,1.099,51923.69071,No,151326.9511,2.41916206,389.0076492,1.612305385,93.79173844,100.0,Education,15.0,133.78540859999998,2.0,Foot_or_bicycle,Public_Sector,No,0.0,486.2790602
8892,Oranges,4.0,600.9820505,85021.56741,45_and_up,40341.37458,Yes,,Yes,Male,After_16:00,0.651121144,0.315974165,6042.0,554.0599797,72.03709371,5352.251744,374.32524,0.231778552,23.5384787,5.957999999999999,69613.62363999999,Yes,180126.546,2.83035754,424.4131784,68.15655597,200.32735019999998,30.0,Military,6.0,300.5452724,1.0,Public_or_other,Industry_or_other,Yes,0.0,785.8174448
8893,Purples,7.0,528.2717881,152151.8098,45_and_up,31193.988610000004,Yes,1405.85624,No,Male,By_16:00,0.313351877,0.668779115,3102.0,951.346817,3.6664929710000003,10543.23511,481.7365416999999,1.112724724,30.84391053,12.898,112105.6456,Yes,746589.5692,5.028645534,864.0541472000001,94.56710778,176.090596,70.0,Social,13.0,719.814092,1.0,Car,Public_Sector,Yes,3.0,926.4773802000001
8894,Reds,4.0,719.7986725,124068.5457,45_and_up,57817.725,Yes,808.3724897000001,No,Male,,0.073437775,0.49973045,7813.0,483.20300310000005,20.41009571,6137.374657,124.63888529999998,2.592752129,21.98187897,4.187,62248.771570000004,No,267389.1678,7.505689567999999,517.0968650000001,0.381819298,239.93289080000002,50.0,Other,9.0,145.547151,1.0,Public_or_other,Industry_or_other,No,1.0,643.5602008999999
8895,Blues,5.0,1956.109729,443697.9769,30-45,425813.7337,Yes,1169.819391,No,Female,After_16:00,0.457312324,0.86276385,8394.0,883.3429292000002,6.661924813,8571.487809999999,967.4616239,63.07985354,29.721085600000002,5.606,96346.68349,Maybe,463053.2961,4.276355607,680.4801952,51.9388705,652.0365764999999,90.0,Environment,12.0,438.6489881,1.0,Foot_or_bicycle,Services_or_Retail,No,1.0,613.525471
8896,Khakis,7.0,114.29945359999998,18150.65226,Below_30,1499.695939,No,642.4378155,Yes,Female,By_16:00,0.8487023309999999,0.45908369299999996,3421.0,419.4342978,74.04694140000001,5602.842096,392.15558139999996,12.08297985,20.48009516,6.579,51649.63055,Yes,226954.4351,8.853120287000001,476.39735,0.9946798440000001,38.09981786,80.0,Healthcare,7.0,106.41048300000001,2.0,Car,Services_or_Retail,No,0.0,434.61442489999996
8898,Khakis,8.0,155.1046899,17486.780580000002,45_and_up,2734.7532109999997,Yes,609.4171435,Yes,Female,By_16:00,0.968064053,0.325970373,5952.0,406.9586881,59.11185828,,827.0539481000001,92.09589306,20.1732171,4.048,47935.7886,Maybe,114396.4035,3.1870528589999996,338.22537389999997,10.83557492,51.7015633,90.0,Environment,8.0,203.57634840000003,2.0,Car,Services_or_Retail,No,0.0,418.6635737
8899,Whites,4.0,132.5337197,25001.10813,45_and_up,2005.8653350000002,Yes,666.0347609,No,Female,After_16:00,0.9435072959999999,0.7811798259999999,8101.0,412.8870713,76.04151873,6484.962200999999,586.5627427000001,8.428355609,20.31962281,1.899,53592.43314,Yes,320264.0948,2.475180821,565.9188058,75.73245098,44.17790657,60.0,Financial,6.0,111.9150323,3.0,Car,Industry_or_other,Yes,0.0,475.6890323
8900,Browns,8.0,36.50422201,12022.73335,30-45,170.230099,No,1401.9883439999999,No,Male,After_16:00,0.669864915,0.94811856,9082.0,896.2463162999999,90.52172985,11673.04838,427.0810003,97.28922688,29.93737324,6.917999999999999,111338.4608,No,976253.8191,3.948647392,988.0555749,73.89545557,,90.0,Environment,13.0,798.9861674,3.0,Public_or_other,Industry_or_other,Yes,0.0,993.1222042999999
8902,Pinks,8.0,432.904481,101717.4319,45_and_up,20977.222569999998,No,894.383184,No,Female,By_16:00,0.442168089,0.400775851,3815.0,640.7384359,24.96593057,8330.428984999999,508.815638,27.21454822,25.31281169,6.185,74614.83071000001,Maybe,496877.25899999996,1.6072416999999999,704.8952113,57.17269205,144.30149369999998,70.0,Social,6.0,248.6364156,3.0,Car,Student_or_Unemployed,No,3.0,494.458141
8906,Greys,10.0,135.6880536,24454.20431,Below_30,2100.923562,Yes,841.5763882000001,No,Female,After_16:00,0.8055236259999999,0.7258545829999999,7842.0,600.3595243999999,21.7305518,6607.430323,366.590014,32.35520001,24.50223509,4.158,68590.71347999999,No,292325.268,3.9218331039999996,540.6711274,35.88429661,45.22935121,40.0,Foreign_Affairs,7.0,108.433647,0.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,494.37140700000003
8907,Browns,8.0,171.88805980000004,56481.92106,45_and_up,3350.129921,Yes,1057.781829,No,Male,By_16:00,0.587142831,0.170734528,4247.0,678.4271213999999,67.85067949,11214.76778,463.47892659999997,88.34831151,26.04663359,11.753,87069.06381,Maybe,971784.5932,7.514448829,985.7913537999999,9.768317128,57.29601994,100.0,Education,13.0,553.8336764999999,1.0,Public_or_other,Student_or_Unemployed,No,0.0,697.2365691000001
8909,Browns,8.0,291.4144607,83539.37755,30-45,9542.959033,Yes,1234.081555,No,Female,By_16:00,0.96887655,0.57734478,3440.0,739.5128676,84.32090925,10079.08395,560.814068,17.84974984,27.19398587,12.56,95977.02038999999,,739610.0128,3.023921142,860.0058214,77.2854592,97.13815357,80.0,Healthcare,10.0,635.0052559999999,2.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,965.0387832
8910,Turquoises,9.0,290.2113455,32990.004160000004,45_and_up,9464.806563,No,685.2793755,Yes,Male,After_16:00,0.715380716,0.952782371,,414.3501789,3.4418942639999996,4238.974078,217.619821,88.01228611,20.35559331,,51745.50759,Maybe,116299.6685,8.626296618,341.02737210000004,23.84967371,96.73711515,80.0,Healthcare,12.0,189.2168932,1.0,Car,Student_or_Unemployed,No,,556.5229546
8912,Turquoises,2.0,374.366882,58808.12757999999,45_and_up,15707.07366,Yes,613.0068246000001,Yes,Male,By_16:00,0.474386556,0.17030966,4876.0,367.4617602,69.90781429,5447.53009,76.49396104,0.857324339,19.16929212,5.124,48225.97002,Yes,222086.6068,3.9734692889999996,471.26065700000004,51.54630719,124.7889607,90.0,Environment,11.0,138.825873,2.0,Foot_or_bicycle,Services_or_Retail,No,0.0,470.3303494
8913,Browns,2.0,258.1280758,82912.78379,30-45,7499.387528,No,1416.595021,No,Female,By_16:00,0.514900476,0.323996871,5905.0,934.2286139,19.05505459,11504.695,666.845975,84.84799170000001,30.56515359,10.095,113173.5303,No,928570.7835,0.878792976,963.6237769999999,74.16512407,86.04269194,70.0,Social,12.0,783.6123325,0.0,Foot_or_bicycle,Services_or_Retail,No,2.0,958.8537807
8914,Turquoises,9.0,260.4848047,34445.59734,Below_30,7635.976431,Yes,577.7762655,Yes,Male,By_16:00,0.195428872,0.10255365,3193.0,326.6090801,80.56988833,4620.312984,923.1472407,97.90993552,18.07232913,6.807,44104.01629,Maybe,157378.4134,4.27474374,396.70948239999996,65.98342953,86.82826822,80.0,Healthcare,11.0,202.1630479,2.0,Motorcycle_or_truck,Hightech,No,3.0,488.3142903
8915,Reds,5.0,175.65662759999998,34290.674660000004,Below_30,3496.913411,Yes,838.6896720999999,No,Female,After_16:00,0.006274464,0.010425309,6881.0,511.42402080000005,5.201087939,6879.275173999999,370.8799779,43.04886104,22.61468595,5.119,65582.66177,Yes,342977.3876,2.808799713,585.6427132,81.75146284,58.55220920000001,40.0,Foreign_Affairs,6.0,164.24919530000003,2.0,Public_or_other,Services_or_Retail,Yes,2.0,639.6875642000001
8916,Khakis,6.0,455.6712437,54710.59619,30-45,23232.58846,Yes,607.3600113,Yes,Female,By_16:00,0.143663798,0.64995661,5617.0,398.0828637,2.43070682,4398.143926,80.4356928,25.27072798,19.95201403,4.383,47771.01202,No,129742.4694,9.980898825,360.19781980000005,12.94814046,151.89041459999999,80.0,Healthcare,7.0,188.1178793,1.0,Public_or_other,Student_or_Unemployed,Yes,0.0,426.131304
8917,Blues,,1086.713263,317222.4709,30-45,131588.4284,Yes,928.0862507999999,No,Female,After_16:00,0.151209256,0.5710824179999999,8541.0,539.1939159,90.66878401,9835.687894,364.5725637,87.68573387,23.22054943,5.459,74363.90477000001,No,766903.0439,6.743441804,875.7300062999999,65.09690704,362.2377543,100.0,Education,12.0,432.4464803,0.0,Public_or_other,Services_or_Retail,No,0.0,710.4774517999999
8918,Blues,6.0,1634.824692,19400.67286,45_and_up,297516.2497,No,922.9258325999999,Yes,Male,After_16:00,0.013354966999999999,0.203740538,7541.0,795.5585022000001,60.90682126,1947.130826,520.3804259999999,22.44257026,28.20564664,6.459,73604.60362000001,Maybe,1267.4584109999998,4.502909689,35.60138214,94.20914513,544.941564,60.0,Financial,8.0,558.3197361,1.0,Car,Public_Sector,No,1.0,406.7260849
8920,Browns,5.0,131.2543632,41129.621869999995,Below_30,1967.9412170000003,Yes,1048.601155,No,Male,By_16:00,0.499972839,0.24438136600000002,7912.0,512.0438343000001,58.709139799999996,10424.83158,913.5396833999998,56.68061872,22.62838559,8.088,79657.46758,Maybe,883739.8614,2.559495608,940.0743913999999,24.89538083,43.7514544,90.0,Environment,11.0,656.8676353,3.0,Foot_or_bicycle,Public_Sector,Yes,3.0,987.5085295
8921,Turquoises,3.0,386.67465719999996,58032.13013,30-45,16751.92383,Yes,657.6920012,Yes,Male,By_16:00,0.39744566299999995,0.328336799,8488.0,406.24386339999995,64.57560256,5314.887539,331.1331775,76.8878811,20.15549214,1.5119999999999998,51517.82095,Yes,202716.0407,1.713027607,450.2399812,6.193033302999999,128.8915524,100.0,Education,15.0,106.30671389999999,2.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,494.09705210000004
8924,Reds,9.0,,45314.51477,30-45,7814.826204999999,Yes,825.4281291,No,Male,After_16:00,0.001049394,0.889604407,8463.0,518.0660343999999,66.29625242,6194.515852,197.7603664,73.9406117,22.761064,3.537,64363.438760000005,No,266089.2325,4.704524095,515.8383782999999,44.82444751,87.84634234,50.0,Other,10.0,117.6490561,2.0,Public_or_other,Public_Sector,Yes,0.0,615.1697207000001
8926,Purples,2.0,188.1832081,37759.092469999996,30-45,4007.496602,Yes,1051.523484,No,Female,After_16:00,0.928076832,0.969090575,6622.0,711.8782385,20.96836513,,507.1638688,16.09423773,26.68104643,9.378,83312.78633999999,Maybe,362346.3315,2.0851766019999998,601.9521006,78.25507685,62.72773602,100.0,Education,14.0,309.51338260000006,4.0,Motorcycle_or_truck,Public_Sector,No,0.0,701.2757193
8927,Turquoises,1.0,136.967947,18201.7064,Below_30,2140.124705,No,679.776946,Yes,Female,By_16:00,0.526021152,0.60276021,9855.0,398.6212128,42.63630367,4783.950293,475.1042523,92.76906836,19.96550057,0.145,51600.036089999994,Maybe,158938.3962,9.799152992,398.67078680000003,67.95840904,45.65598233,90.0,Environment,12.0,156.29059880000003,1.0,Public_or_other,Hightech,Yes,0.0,562.3015517000001
8928,Browns,6.0,533.4270431,171684.2421,45_and_up,31803.8546,Yes,1378.436894,No,Male,After_16:00,0.159153736,0.784845303,7394.0,910.0982806,1.671741414,11475.73865,247.45632450000002,33.28648049,30.167835200000003,8.606,110510.7629,No,932294.9296,1.9137184319999998,965.5542085000001,61.43293604,177.8090144,90.0,Environment,13.0,752.3594875,2.0,Motorcycle_or_truck,Hightech,No,2.0,925.5860402000001
8931,Greys,1.0,196.64499630000003,26994.156769999998,45_and_up,4372.132173,Yes,727.6284283,Yes,Male,After_16:00,0.9735882779999999,0.679414583,4241.0,512.9341641,66.96230401,5144.074834,445.1499057,88.65253967,22.648049899999997,7.7589999999999995,58376.7425,Maybe,169596.2482,1.087389777,411.8206505,76.29223396,65.5483321,30.0,Military,6.0,102.3812401,6.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,449.611231
8932,Browns,3.0,47.54823119,13916.301440000001,,277.0532204,No,1040.522665,No,Female,By_16:00,0.916366364,0.7625116120000001,4791.0,616.5707512,7.6770832989999995,10013.46903,869.5192011,13.80327172,24.83084274,11.209000000000001,82551.27972,Maybe,770941.5152,0.123616448,878.0327528999999,59.66533695,15.8494104,70.0,Social,13.0,493.84574349999997,4.0,Foot_or_bicycle,Hightech,No,0.0,795.6114274
8933,Reds,2.0,412.3163714,73764.98462,Below_30,19036.85991,No,779.2536079,No,Female,By_16:00,0.22049883,0.486206473,8593.0,504.8285546,43.50984555,6376.77249,160.8712834,43.57086828,22.46839012,3.407,61987.271239999995,Maybe,288059.2751,1.3783311219999999,536.7115381,70.08538668,137.4387905,40.0,Foreign_Affairs,7.0,56.34759089,2.0,Car,Student_or_Unemployed,Yes,1.0,542.4735097
8934,Pinks,3.0,313.45644669999996,33475.884560000006,Below_30,11031.70148,No,664.0364444,Yes,Male,After_16:00,0.287950753,0.120216457,3608.0,384.7308965,70.68484081,3973.3408240000003,518.2714553000001,57.75189372,19.61455828,6.392,49369.09905,Yes,102648.4085,3.710257772,320.3879031,96.08473962,104.4854822,90.0,Environment,8.0,225.0706962,2.0,Car,Student_or_Unemployed,Yes,0.0,571.4796946
8935,Browns,5.0,265.65437819999994,87047.99892,Below_30,7939.912420999999,Yes,1449.780051,No,Male,After_16:00,0.875010882,0.243515807,8667.0,953.2981765000001,75.88816427,11736.81254,173.364715,27.92211648,30.87552715,7.332999999999999,115676.66,Yes,966331.502,2.510313613,983.0216183,17.77450845,88.5514594,60.0,Financial,12.0,822.1780131,1.0,Motorcycle_or_truck,Industry_or_other,No,0.0,987.0190597999999
8937,Greys,7.0,396.0583568,76120.22156,45_and_up,17571.15522,Yes,698.9302594999999,No,Male,By_16:00,0.854658301,0.08897112199999999,3460.0,442.19852000000003,19.42023328,6650.2308060000005,986.8445393999999,63.87023884,21.02851683,8.54,56369.28868,No,332448.3902,7.621665709,576.5833766,44.05115962,132.0194523,40.0,Foreign_Affairs,8.0,96.88109436,2.0,Car,Industry_or_other,No,2.0,486.58650760000006
8939,Turquoises,4.0,208.7671679,29787.201869999997,45_and_up,4922.225765,No,766.3577634,Yes,Female,After_16:00,0.071348347,0.829109449,7085.0,509.8121643,24.60077661,5300.0677780000005,49.91187644,9.979246976,22.57902045,2.915,60238.95654,No,183221.9612,9.317524449,428.0443449,97.16739999,69.58905596,90.0,Environment,15.0,78.36382384,1.0,Foot_or_bicycle,Hightech,No,1.0,529.4447621999999
8940,Turquoises,8.0,207.0053393,26508.08874,30-45,4840.247391,No,648.3312292,Yes,Female,After_16:00,0.028689403999999998,0.464054934,8736.0,414.8837405,92.46845457,4671.420382,631.455872,32.5098834,20.36869511,1.264,50601.398519999995,Maybe,147582.9701,5.749080591,384.1652901,20.27229536,69.00177977,80.0,Healthcare,12.0,146.251055,1.0,Public_or_other,Services_or_Retail,No,0.0,473.0386675
8941,Yellows,5.0,-247.27721119999998,-42529.058639999996,Below_30,6721.576393,Yes,530.5794063999999,No,Male,After_16:00,0.8045199609999999,0.9772497929999999,3832.0,357.8539882,67.63967955,5875.38991,111.0674457,43.08026363,18.91702905,10.168,44617.822239999994,Yes,266223.1766,0.13827926,515.9681933999999,13.70848077,-82.42573706,60.0,Financial,11.0,234.7775269,2.0,Car,Public_Sector,No,1.0,313.8279955
8943,Greys,5.0,762.2625532000001,105745.0055,45_and_up,64824.554189999995,No,809.2285264999999,Yes,Male,By_16:00,0.30430946600000003,0.078751487,5818.0,595.0652683999999,78.78230519,5351.885764,65.12139039,17.02069093,24.39395967,6.182,65354.608060000006,Yes,173202.0657,0.40377810399999997,416.1755228,32.43444252,254.08751769999998,30.0,Military,9.0,131.72865159999998,0.0,Motorcycle_or_truck,Services_or_Retail,Yes,2.0,464.10446540000004
8944,Reds,2.0,781.499332,,Below_30,68130.63377999999,No,687.0516845,Yes,Female,After_16:00,0.73166566,0.606893048,7648.0,396.7411922,29.80486881,5302.528683,585.2606196,30.85464903,19.91836319,4.352,52509.80492,Yes,203314.9852,6.163212121,450.9046299,93.63346333,260.4997773,40.0,Foreign_Affairs,6.0,133.95201809999998,1.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,569.788297
8945,Turquoises,6.0,130.8197638,20060.286640000002,30-45,1955.141098,No,619.1799884,Yes,Male,By_16:00,0.585779631,0.002197653,6989.0,350.4872191,51.44150066,5301.262514,145.53485690000002,54.83416542,18.72130388,3.011,47715.44334,Yes,211626.5038,3.916855925,460.02880760000005,75.89766248,43.60658792,80.0,Healthcare,13.0,155.5355658,1.0,Public_or_other,Industry_or_other,No,1.0,515.4772209
8947,Blues,5.0,1048.259924,191246.2852,30-45,122453.7386,Yes,1100.308581,No,Male,After_16:00,0.459125857,0.473270879,7296.0,999.0717225999999,64.78625517,7471.393376999999,136.68561330000003,94.86211648,31.60809584,6.704,95965.19312000001,Yes,299564.6482,0.12678124,547.3249932,33.25695524,349.4199745,80.0,Healthcare,10.0,542.4338881,2.0,Foot_or_bicycle,Services_or_Retail,No,0.0,292.8230618
8948,Whites,6.0,582.1013732000001,61552.19326,Below_30,37853.14587,Yes,570.1011517000001,Yes,Female,By_16:00,0.33577639200000003,0.491301871,8315.0,300.9654762,83.26185595,3774.171876,27.02905564,91.14045408,17.34835659,1.685,41775.4991,Yes,100631.1248,9.134076047,317.22409239999996,58.30733923,194.03379109999997,100.0,Education,10.0,272.4851343,2.0,Motorcycle_or_truck,Industry_or_other,No,1.0,535.0196277
8949,Purples,3.0,164.82501230000003,29796.23168,45_and_up,3083.528859,No,1166.642779,No,Male,After_16:00,0.208918464,0.83076487,3964.0,922.0691168,36.09545387,7267.386426000001,413.07617819999996,92.79789261,30.365591,12.036,,Yes,294116.2096,3.415910194,542.3248193,17.70753216,54.94167078,80.0,Healthcare,11.0,429.1517715,3.0,Car,Hightech,Yes,1.0,565.0961847
